"Animal" "Sire" "Dam"
3871 139 384
3872 139 508
3873 1086 1545
3874 1086 460
3875 1086 363
3876 1086 875
3877 1854 1468
3878 1854 215
3879 1854 129
3880 1854 260
3881 125 623
3882 125 1735
3883 125 614
3884 125 230
3885 545 1269
3886 545 1482
3887 545 174
3888 545 1549
3889 446 1127
3890 446 1474
3891 446 1349
3892 446 349
3893 820 361
3894 820 1821
3895 820 1958
3896 820 1773
3897 1342 1540
3898 1342 419
3899 1342 1476
3900 1342 273
3901 1624 1448
3902 1624 1411
3903 1624 1750
3904 1624 858
3905 641 1883
3906 641 1001
3907 641 1803
3908 641 1205
3909 35 150
3910 35 1978
3911 35 303
3912 35 5
3913 1800 861
3914 1800 797
3915 1800 1473
3916 1800 786
3917 220 705
3918 220 1267
3919 220 288
3920 220 130
3921 267 1650
3922 267 1278
3923 267 711
3924 267 515
3925 373 1968
3926 373 1976
3927 373 34
3928 373 1780
3929 739 186
3930 739 1519
3931 739 260
3932 739 321
3933 1266 318
3934 1266 640
3935 1266 636
3936 1266 1131
3937 1598 1963
3938 1598 1268
3939 1598 98
3940 1598 763
3941 1993 1779
3942 1993 1395
3943 1993 1127
3944 1993 601
3945 1493 1250
3946 1493 1017
3947 1493 1849
3948 1493 466
3949 632 1245
3950 632 158
3951 632 922
3952 632 457
3953 571 614
3954 571 1064
3955 571 1848
3956 571 1795
3957 81 1786
3958 81 154
3959 81 1327
3960 81 965
3961 1441 1991
3962 1441 1394
3963 1441 1690
3964 1441 1355
3965 1335 772
3966 1335 643
3967 1335 1096
3968 1335 1475
3969 14 1592
3970 14 582
3971 14 897
3972 14 1728
3973 1615 1737
3974 1615 921
3975 1615 13
3976 1615 1176
3977 1698 1186
3978 1698 661
3979 1698 53
3980 1698 1649
3981 524 98
3982 524 805
3983 524 54
3984 524 120
3985 1585 212
3986 1585 1495
3987 1585 703
3988 1585 122
3989 1372 1273
3990 1372 1438
3991 1372 1288
3992 1372 535
3993 544 1674
3994 544 113
3995 544 364
3996 544 711
3997 752 386
3998 752 316
3999 752 104
4000 752 22
4001 3902 2305
4002 3902 3956
4003 3770 2181
4004 3770 3665
4005 3551 3807
4006 3551 2595
4007 3683 2362
4008 3683 2269
4009 2839 2426
4010 2839 2657
4011 2501 2487
4012 2501 2085
4013 2716 3415
4014 2716 2372
4015 2770 2454
4016 2770 3007
4017 2534 3908
4018 2534 2857
4019 2060 3732
4020 2060 3239
4021 3579 3852
4022 3579 3686
4023 2759 2927
4024 2759 3661
4025 3569 3860
4026 3569 2236
4027 3347 2750
4028 3347 2437
4029 3035 2681
4030 3035 2605
4031 3339 2805
4032 3339 3212
4033 2760 3890
4034 2760 3431
4035 3580 2973
4036 3580 2740
4037 3512 3313
4038 3512 2567
4039 2791 3453
4040 2791 3087
4041 3549 3113
4042 3549 2772
4043 3697 3966
4044 3697 3261
4045 3440 3010
4046 3440 2266
4047 3314 2938
4048 3314 3097
4049 2901 2810
4050 2901 2175
4051 2981 3721
4052 2981 3485
4053 3577 2284
4054 3577 3685
4055 2880 3591
4056 2880 2931
4057 3310 2669
4058 3310 3615
4059 2670 2485
4060 2670 3413
4061 2134 2825
4062 2134 3702
4063 3741 3968
4064 3741 2512
4065 3229 2440
4066 3229 3583
4067 2855 2006
4068 2855 2557
4069 3250 2350
4070 3250 3806
4071 3345 3433
4072 3345 3045
4073 2291 3796
4074 2291 3153
4075 2383 2729
4076 2383 2201
4077 2429 2912
4078 2429 3975
4079 2877 3625
4080 2877 3202
4081 2957 2013
4082 2957 2272
4083 3303 2920
4084 3303 2165
4085 3772 3832
4086 3772 2456
4087 2290 2334
4088 2290 3850
4089 3093 2868
4090 3093 3293
4091 3992 3813
4092 3992 3012
4093 3327 2530
4094 3327 2777
4095 3714 2418
4096 3714 2057
4097 2189 3667
4098 2189 3825
4099 2852 3730
4100 2852 3359
4101 3909 2548
4102 3909 2756
4103 3804 3784
4104 3804 2549
4105 3438 3751
4106 3438 3763
4107 2424 3828
4108 2424 3109
4109 2299 3054
4110 2299 2360
4111 2795 3091
4112 2795 3127
4113 2220 3006
4114 2220 3344
4115 2405 3340
4116 2405 3526
4117 2071 2174
4118 2071 3609
4119 2801 3322
4120 2801 3404
4121 2895 3033
4122 2895 2132
4123 3672 3395
4124 3672 2391
4125 3291 3891
4126 3291 2621
4127 2199 2347
4128 2199 3809
4129 2505 3618
4130 2505 2449
4131 2644 2102
4132 2644 2475
4133 3532 3653
4134 3532 2458
4135 2369 2077
4136 2369 2016
4137 2413 3531
4138 2413 2034
4139 3871 3633
4140 3871 2003
4141 2092 2050
4142 2092 3117
4143 3578 2508
4144 3578 2824
4145 2519 2027
4146 2519 3839
4147 2732 3144
4148 2732 3432
4149 2123 2112
4150 2123 2336
4151 2971 3290
4152 2971 2423
4153 2929 3788
4154 2929 3406
4155 3236 3498
4156 3236 3409
4157 2612 2531
4158 2612 3241
4159 2187 3592
4160 2187 3747
4161 3459 3251
4162 3459 2762
4163 3300 3888
4164 3300 2270
4165 2441 3133
4166 2441 2094
4167 3089 2366
4168 3089 3231
4169 3125 2582
4170 3125 3292
4171 2892 3466
4172 2892 3175
4173 2560 2318
4174 2560 3688
4175 3525 2575
4176 3525 3367
4177 2308 3376
4178 2308 3614
4179 2733 2163
4180 2733 3715
4181 3025 3169
4182 3025 3256
4183 3411 2727
4184 3411 2625
4185 3105 3815
4186 3105 2674
4187 3362 3604
4188 3362 3053
4189 2601 3400
4190 2601 3689
4191 2658 2986
4192 2658 3740
4193 2766 2559
4194 2766 2476
4195 2917 2326
4196 2917 3246
4197 3192 2373
4198 3192 2893
4199 3154 2736
4200 3154 2646
4201 3484 2436
4202 3484 2955
4203 3548 3941
4204 3548 2194
4205 2737 3856
4206 2737 2642
4207 2942 3148
4208 2942 2428
4209 3426 3724
4210 3426 2074
4211 3058 2594
4212 3058 2853
4213 2294 2061
4214 2294 2097
4215 3571 3894
4216 3571 2562
4217 2378 3272
4218 2378 3930
4219 2257 3282
4220 2257 2932
4221 2722 2052
4222 2722 2017
4223 2565 2279
4224 2565 2002
4225 3342 2382
4226 3342 2080
4227 3298 2235
4228 3298 3071
4229 3742 3243
4230 3742 3541
4231 2803 2114
4232 2803 2888
4233 2051 2435
4234 2051 3245
4235 2844 2922
4236 2844 2763
4237 2394 2259
4238 2394 3574
4239 2315 3183
4240 2315 3996
4241 3722 3774
4242 3722 2974
4243 2533 3116
4244 2533 2603
4245 3651 3516
4246 3651 3946
4247 3882 2283
4248 3882 3022
4249 2302 2558
4250 2302 2332
4251 2800 2054
4252 2800 3731
4253 2804 3062
4254 2804 3982
4255 3099 3677
4256 3099 3051
4257 3032 2665
4258 3032 3123
4259 2879 2274
4260 2879 2975
4261 2652 3182
4262 2652 2380
4263 3983 3142
4264 3983 3481
4265 3568 2467
4266 3568 2574
4267 2374 3118
4268 2374 2172
4269 2593 2816
4270 2593 3927
4271 2739 3644
4272 2739 2176
4273 2014 3851
4274 2014 3039
4275 3235 3945
4276 3235 3762
4277 3164 2833
4278 3164 2639
4279 2672 2296
4280 2672 2096
4281 2322 2470
4282 2322 2087
4283 2707 2860
4284 2707 3607
4285 2045 2520
4286 2045 2867
4287 2153 2584
4288 2153 2954
4289 3506 3699
4290 3506 3467
4291 3228 2820
4292 3228 3357
4293 3034 2106
4294 3034 3674
4295 2021 3193
4296 2021 2059
4297 3143 3913
4298 3143 2780
4299 3233 3115
4300 3233 3258
4301 3358 2221
4302 3358 2028
4303 3269 3555
4304 3269 2422
4305 3185 2811
4306 3185 3808
4307 3872 3305
4308 3872 2219
4309 2492 2073
4310 2492 3137
4311 2090 2192
4312 2090 3389
4313 3218 2776
4314 3218 3914
4315 3350 3391
4316 3350 2223
4317 2109 2503
4318 2109 2921
4319 3812 3496
4320 3812 3028
4321 2310 2604
4322 2310 2661
4323 2550 3971
4324 2550 3786
4325 2769 3221
4326 2769 2261
4327 3963 2578
4328 3963 3353
4329 3970 2500
4330 3970 3102
4331 3744 2338
4332 3744 3889
4333 2916 2237
4334 2916 2448
4335 3773 2200
4336 3773 2935
4337 2409 2925
4338 2409 3447
4339 2649 3179
4340 2649 3354
4341 3445 2758
4342 3445 2602
4343 3471 2185
4344 3471 2265
4345 2058 2516
4346 2058 3473
4347 3038 2761
4348 3038 2232
4349 3463 2210
4350 3463 3092
4351 2543 3901
4352 2543 2858
4353 3507 2596
4354 3507 2515
4355 2735 2874
4356 2735 2856
4357 3047 3274
4358 3047 3435
4359 2556 3126
4360 2556 3457
4361 2140 3069
4362 2140 2268
4363 2333 2099
4364 2333 3015
4365 3726 3886
4366 3726 3281
4367 3103 2364
4368 3103 2886
4369 3268 3694
4370 3268 3203
4371 3238 3859
4372 3238 2613
4373 3711 2546
4374 3711 3845
4375 2528 2137
4376 2528 3736
4377 3107 2389
4378 3107 3408
4379 2517 2033
4380 2517 2627
4381 2891 3868
4382 2891 2155
4383 3048 3984
4384 3048 2682
4385 3472 3309
4386 3472 2773
4387 2936 3049
4388 2936 3638
4389 3220 2209
4390 3220 3056
4391 2650 3437
4392 2650 2331
4393 3566 3280
4394 3566 3811
4395 3695 2238
4396 3695 2911
4397 3535 2673
4398 3535 3076
4399 2412 3764
4400 2412 3904
4401 3059 3542
4402 3059 3147
4403 2677 2704
4404 2677 2240
4405 2289 3990
4406 2289 2692
4407 2660 3328
4408 2660 2765
4409 2581 3479
4410 2581 3771
4411 2840 3536
4412 2840 2991
4413 2507 3629
4414 2507 3903
4415 3074 2638
4416 3074 2970
4417 2464 2072
4418 2464 3387
4419 3501 2346
4420 3501 3622
4421 3944 2408
4422 3944 3014
4423 3155 2545
4424 3155 3710
4425 3869 2384
4426 3869 2445
4427 2243 3540
4428 2243 2317
4429 2691 3734
4430 2691 3500
4431 2178 3184
4432 2178 2597
4433 3620 2802
4434 3620 3867
4435 2789 2930
4436 2789 2489
4437 2779 2379
4438 2779 3739
4439 3257 2509
4440 3257 3642
4441 2402 3878
4442 2402 2135
4443 3217 2854
4444 3217 2566
4445 2195 3356
4446 2195 3522
4447 2479 3640
4448 2479 2662
4449 2070 2807
4450 2070 2463
4451 3765 2587
4452 3765 3543
4453 3026 3527
4454 3026 2645
4455 2047 3502
4456 2047 2881
4457 3140 2286
4458 3140 3933
4459 3423 3602
4460 3423 2450
4461 3129 3100
4462 3129 2899
4463 2960 3943
4464 2960 3820
4465 2462 3819
4466 2462 3701
4467 3461 3194
4468 3461 3800
4469 3717 3926
4470 3717 2903
4471 2439 2301
4472 2439 2721
4473 2591 3077
4474 2591 3827
4475 2826 3483
4476 2826 2403
4477 3900 3475
4478 3900 3052
4479 3130 3988
4480 3130 3727
4481 2044 2731
4482 2044 2794
4483 2393 2193
4484 2393 2608
4485 3691 3441
4486 3691 3918
4487 3520 2611
4488 3520 3545
4489 3375 2953
4490 3375 3422
4491 3134 3961
4492 3134 3601
4493 2636 2787
4494 2636 3920
4495 2846 3690
4496 2846 3135
4497 3319 2431
4498 3319 3917
4499 3018 2977
4500 3018 2122
4501 3843 3849
4502 3843 3196
4503 3167 3131
4504 3167 3654
4505 3823 2796
4506 3823 2381
4507 2606 3410
4508 2606 3795
4509 3906 3289
4510 3906 2304
4511 3399 3286
4512 3399 2055
4513 3278 3893
4514 3278 2066
4515 3753 2146
4516 3753 2253
4517 2226 3743
4518 2226 3454
4519 3835 3838
4520 3835 3037
4521 3495 2994
4522 3495 3119
4523 2675 2992
4524 2675 3497
4525 2217 3974
4526 2217 3429
4527 3684 3596
4528 3684 2417
4529 3068 2553
4530 3068 3780
4531 3139 2037
4532 3139 3017
4533 2471 2388
4534 2471 3230
4535 3802 2275
4536 3802 2352
4537 2624 3572
4538 2624 3510
4539 2792 2781
4540 2792 2712
4541 2933 3673
4542 2933 3373
4543 3998 3101
4544 3998 2832
4545 2482 3595
4546 2482 3171
4547 2280 2233
4548 2280 3781
4549 2127 3108
4550 2127 3936
4551 3529 2062
4552 3529 3224
4553 3647 3122
4554 3647 3031
4555 2344 3254
4556 2344 2950
4557 2356 3907
4558 2356 2928
4559 2876 2263
4560 2876 2281
4561 2764 3725
4562 2764 2036
4563 3639 3508
4564 3639 2438
4565 2401 2145
4566 2401 3248
4567 2365 2069
4568 2365 2215
4569 2962 2617
4570 2962 2029
4571 2095 3826
4572 2095 2043
4573 2728 3177
4574 2728 2495
4575 3428 2406
4576 3428 3831
4577 2081 2254
4578 2081 3649
4579 3366 3509
4580 3366 3810
4581 3166 2230
4582 3166 2506
4583 2818 3024
4584 2818 2361
4585 3434 2213
4586 3434 2647
4587 3489 3002
4588 3489 3055
4589 2455 3390
4590 2455 2866
4591 3412 3242
4592 3412 3019
4593 3315 3195
4594 3315 2411
4595 3464 3590
4596 3464 3337
4597 2320 3980
4598 2320 2173
4599 2676 3584
4600 2676 3186
4601 3817 3718
4602 3817 2425
4603 3234 3180
4604 3234 2838
4605 2972 3004
4606 2972 2782
4607 2583 3999
4608 2583 3011
4609 2978 3801
4610 2978 2111
4611 2086 3451
4612 2086 2882
4613 3494 3621
4614 3494 2419
4615 2806 3442
4616 2806 3244
4617 3299 2457
4618 3299 3671
4619 2915 2843
4620 2915 2948
4621 2989 3204
4622 2989 2234
4623 3417 2297
4624 3417 2156
4625 3170 2705
4626 3170 3547
4627 3523 2460
4628 3523 3349
4629 3271 2754
4630 3271 2579
4631 2748 2898
4632 2748 2089
4633 3320 2466
4634 3320 3190
4635 2231 2068
4636 2231 2979
4637 2229 3078
4638 2229 2397
4639 2188 3782
4640 2188 2151
4641 2819 2392
4642 2819 3969
4643 2815 3921
4644 2815 3222
4645 2797 2390
4646 2797 2103
4647 3957 2327
4648 3957 3187
4649 2218 3723
4650 2218 2744
4651 2186 2116
4652 2186 3150
4653 3708 2469
4654 3708 3521
4655 3713 3446
4656 3713 2943
4657 2143 3156
4658 2143 2908
4659 2629 2202
4660 2629 2666
4661 3976 3814
4662 3976 2493
4663 3277 3490
4664 3277 3581
4665 3511 2743
4666 3511 3703
4667 3704 3090
4668 3704 3910
4669 2668 3575
4670 2668 3870
4671 2110 2869
4672 2110 2842
4673 2738 3200
4674 2738 2311
4675 3477 2862
4676 3477 3223
4677 3938 3016
4678 3938 2040
4679 2227 2049
4680 2227 3643
4681 3249 2589
4682 3249 3141
4683 3255 3252
4684 3255 2093
4685 3288 2307
4686 3288 2753
4687 3311 2020
4688 3311 3318
4689 2461 3880
4690 2461 3928
4691 3573 2249
4692 3573 2775
4693 3343 2966
4694 3343 2609
4695 2850 2607
4696 2850 3766
4697 2484 3178
4698 2484 3861
4699 3341 3837
4700 3341 3524
4701 3427 2823
4702 3427 3746
4703 2518 2088
4704 2518 3046
4705 3397 2459
4706 3397 3111
4707 2664 3219
4708 2664 3698
4709 3174 3334
4710 3174 3519
4711 3420 2632
4712 3420 2633
4713 3402 2312
4714 3402 3756
4715 3449 3546
4716 3449 3776
4717 2890 2610
4718 2890 3158
4719 2982 2751
4720 2982 3065
4721 2477 3847
4722 2477 2117
4723 3063 3132
4724 3063 3755
4725 2730 2273
4726 2730 2239
4727 3393 3816
4728 3393 3029
4729 3448 2349
4730 3448 2483
4731 2115 3760
4732 2115 3505
4733 2430 3818
4734 2430 3977
4735 2368 2162
4736 2368 2427
4737 3905 2883
4738 3905 3273
4739 2939 2963
4740 2939 3330
4741 2997 2514
4742 2997 2244
4743 3608 2300
4744 3608 2247
4745 3733 2831
4746 3733 3307
4747 2443 3201
4748 2443 3084
4749 2679 2323
4750 2679 2010
4751 3216 2774
4752 3216 3748
4753 2865 2446
4754 2865 3709
4755 3172 3610
4756 3172 3678
4757 3098 3911
4758 3098 3352
4759 3324 2836
4760 3324 2101
4761 2686 3720
4762 2686 3365
4763 3027 3326
4764 3027 2861
4765 2159 2025
4766 2159 2909
4767 3064 2702
4768 3064 2896
4769 3474 2452
4770 3474 3767
4771 3351 2940
4772 3351 2894
4773 3681 2752
4774 3681 2121
4775 3650 3312
4776 3650 2600
4777 3606 2142
4778 3606 3790
4779 2544 2023
4780 2544 2571
4781 2829 3925
4782 2829 2720
4783 3492 3120
4784 3492 2075
4785 2768 3884
4786 2768 3348
4787 2699 2910
4788 2699 3478
4789 3060 3679
4790 3060 3960
4791 2671 2282
4792 2671 2990
4793 3301 3979
4794 3301 2906
4795 2242 3009
4796 2242 3670
4797 2628 3798
4798 2628 3370
4799 2863 2005
4800 2863 3598
4801 2293 3789
4802 2293 2995
4803 3885 2278
4804 3885 3480
4805 3381 2387
4806 3381 3612
4807 2321 3539
4808 2321 2941
4809 2870 3364
4810 2870 2169
4811 2345 3112
4812 2345 2688
4813 2164 3198
4814 2164 2032
4815 2252 3623
4816 2252 2048
4817 2693 3023
4818 2693 2056
4819 2827 2144
4820 2827 2809
4821 2395 2616
4822 2395 3163
4823 3728 2292
4824 3728 2442
4825 2934 2667
4826 2934 3211
4827 4000 2008
4828 4000 3036
4829 3396 2481
4830 3396 2697
4831 2965 3488
4832 2965 3456
4833 2351 3285
4834 2351 2572
4835 3897 2631
4836 3897 3188
4837 3214 3439
4838 3214 2793
4839 2157 2359
4840 2157 2926
4841 3207 2022
4842 3207 2167
4843 3323 2987
4844 3323 3561
4845 2535 2538
4846 2535 2937
4847 2177 2742
4848 2177 3588
4849 2996 2637
4850 2996 2585
4851 3168 2130
4852 3168 2260
4853 3759 3952
4854 3759 3951
4855 3394 3316
4856 3394 2225
4857 2725 3486
4858 2725 3138
4859 3745 3937
4860 3745 3247
4861 2285 2444
4862 2285 2951
4863 2536 2337
4864 2536 3514
4865 2474 2968
4866 2474 3104
4867 3468 2124
4868 3468 3057
4869 2956 3779
4870 2956 3146
4871 3499 2161
4872 3499 2206
4873 2504 3537
4874 2504 2150
4875 3482 2214
4876 3482 2434
4877 3587 3487
4878 3587 2205
4879 3145 3209
4880 3145 3266
4881 3226 2563
4882 3226 2354
4883 2835 2569
4884 2835 3020
4885 3991 3641
4886 3991 2041
4887 2527 3232
4888 2527 2714
4889 3657 2136
4890 3657 2998
4891 3460 3627
4892 3460 2964
4893 2012 3749
4894 2012 3331
4895 3775 3265
4896 3775 3624
4897 3995 3380
4898 3995 3001
4899 2330 2276
4900 2330 2999
4901 2046 3706
4902 2046 2757
4903 2082 2541
4904 2082 3425
4905 3336 2009
4906 3336 3128
4907 3517 2547
4908 3517 2264
4909 3986 3083
4910 3986 3513
4911 2630 2654
4912 2630 3942
4913 2875 2105
4914 2875 3450
4915 3355 3306
4916 3355 3050
4917 3563 3567
4918 3563 2335
4919 3656 2196
4920 3656 2191
4921 3874 3151
4922 3874 3705
4923 3259 2241
4924 3259 3491
4925 3857 2958
4926 3857 3586
4927 3565 3040
4928 3565 2902
4929 3372 2884
4930 3372 3700
4931 2496 3317
4932 2496 3297
4933 3470 2945
4934 3470 3600
4935 2959 3388
4936 2959 3462
4937 2947 3124
4938 2947 3682
4939 2353 3455
4940 2353 3503
4941 2208 2817
4942 2208 3136
4943 3576 2139
4944 3576 2375
4945 3564 2358
4946 3564 3021
4947 3533 2659
4948 3533 3106
4949 2007 2038
4950 2007 2643
4951 2166 2700
4952 2166 2120
4953 3008 3655
4954 3008 2859
4955 2918 2064
4956 2918 3652
4957 2703 3082
4958 2703 2451
4959 2432 3668
4960 2432 3635
4961 2407 2168
4962 2407 2098
4963 2370 2125
4964 2370 3719
4965 2216 2788
4966 2216 2790
4967 2771 3279
4968 2771 3332
4969 3346 3088
4970 3346 3611
4971 3377 2783
4972 3377 2976
4973 2339 3003
4974 2339 3692
4975 2148 2398
4976 2148 3225
4977 3162 2526
4978 3162 2551
4979 2113 3181
4980 2113 3949
4981 3834 2348
4982 3834 3840
4983 2001 2871
4984 2001 2091
4985 3075 2552
4986 3075 2554
4987 2529 3260
4988 2529 2180
4989 3338 2328
4990 3338 2119
4991 2878 2726
4992 2878 2626
4993 3829 3658
4994 3829 2641
4995 3205 3215
4996 3205 3528
4997 2586 3662
4998 2586 2985
4999 2851 3613
5000 2851 3997
5001 4135 4333
5002 4135 4600
5003 4135 4016
5004 4135 4502
5005 4135 4403
5006 4135 4536
5007 4135 4018
5008 4135 4037
5009 4135 4724
5010 4135 4192
5011 4135 4028
5012 4135 4519
5013 4135 4509
5014 4135 4071
5015 4135 4502
5016 4135 4178
5017 4135 4311
5018 4135 4795
5019 4135 4658
5020 4135 4012
5021 4135 4655
5022 4135 4405
5023 4135 4499
5024 4135 4795
5025 4135 4688
5026 4135 4890
5027 4135 4461
5028 4135 4244
5029 4135 4060
5030 4135 4758
5031 4135 4686
5032 4135 4897
5033 4135 4883
5034 4135 4695
5035 4135 4078
5036 4135 4202
5037 4135 4619
5038 4135 4311
5039 4135 4332
5040 4135 4437
5041 4135 4695
5042 4135 4711
5043 4135 4055
5044 4135 4005
5045 4135 4432
5046 4135 4416
5047 4135 4508
5048 4135 4856
5049 4135 4603
5050 4135 4528
5051 4135 4759
5052 4135 4724
5053 4135 4102
5054 4135 4867
5055 4135 4717
5056 4135 4519
5057 4135 4052
5058 4135 4428
5059 4135 4445
5060 4135 4645
5061 4135 4190
5062 4135 4579
5063 4135 4140
5064 4135 4997
5065 4135 4314
5066 4135 4589
5067 4135 4434
5068 4135 4886
5069 4135 4666
5070 4135 4012
5071 4135 4192
5072 4135 4407
5073 4135 4635
5074 4135 4110
5075 4135 4749
5076 4135 4859
5077 4135 4163
5078 4135 4094
5079 4135 4112
5080 4135 4529
5081 4135 4481
5082 4135 4169
5083 4135 4512
5084 4135 4994
5085 4135 4502
5086 4135 4661
5087 4135 4352
5088 4135 4132
5089 4135 4037
5090 4135 4631
5091 4135 4842
5092 4135 4635
5093 4135 4700
5094 4135 4432
5095 4135 4861
5096 4135 4447
5097 4135 4013
5098 4135 4285
5099 4135 4531
5100 4135 4291
5101 4117 4438
5102 4117 4017
5103 4117 4737
5104 4117 4089
5105 4117 4882
5106 4117 4492
5107 4117 4704
5108 4117 4691
5109 4117 4967
5110 4117 4405
5111 4117 4141
5112 4117 4472
5113 4117 4716
5114 4117 4058
5115 4117 4342
5116 4117 4561
5117 4117 4648
5118 4117 4867
5119 4117 4032
5120 4117 4838
5121 4117 4236
5122 4117 4365
5123 4117 4403
5124 4117 4094
5125 4117 4193
5126 4117 4709
5127 4117 4993
5128 4117 4146
5129 4117 4439
5130 4117 4502
5131 4117 4529
5132 4117 4766
5133 4117 4428
5134 4117 4608
5135 4117 4244
5136 4117 4442
5137 4117 4428
5138 4117 4143
5139 4117 4394
5140 4117 4352
5141 4117 4345
5142 4117 4107
5143 4117 4956
5144 4117 4508
5145 4117 4712
5146 4117 4342
5147 4117 4862
5148 4117 4344
5149 4117 4786
5150 4117 4549
5151 4117 4177
5152 4117 4846
5153 4117 4101
5154 4117 4365
5155 4117 4472
5156 4117 4521
5157 4117 4064
5158 4117 4657
5159 4117 4468
5160 4117 4929
5161 4117 4275
5162 4117 4608
5163 4117 4218
5164 4117 4902
5165 4117 4720
5166 4117 4386
5167 4117 4889
5168 4117 4648
5169 4117 4165
5170 4117 4773
5171 4117 4055
5172 4117 4883
5173 4117 4583
5174 4117 4091
5175 4117 4193
5176 4117 4855
5177 4117 4887
5178 4117 4622
5179 4117 4408
5180 4117 4545
5181 4117 4105
5182 4117 4918
5183 4117 4694
5184 4117 4686
5185 4117 4111
5186 4117 4017
5187 4117 4058
5188 4117 4575
5189 4117 4579
5190 4117 4018
5191 4117 4883
5192 4117 4085
5193 4117 4455
5194 4117 4059
5195 4117 4288
5196 4117 4531
5197 4117 4505
5198 4117 4756
5199 4117 4549
5200 4117 4923
5201 4004 4103
5202 4004 4995
5203 4004 4570
5204 4004 4660
5205 4004 4085
5206 4004 4236
5207 4004 4061
5208 4004 4708
5209 4004 4695
5210 4004 4086
5211 4004 4575
5212 4004 4150
5213 4004 4394
5214 4004 4688
5215 4004 4210
5216 4004 4210
5217 4004 4141
5218 4004 4528
5219 4004 4150
5220 4004 4855
5221 4004 4433
5222 4004 4505
5223 4004 4843
5224 4004 4554
5225 4004 4060
5226 4004 4292
5227 4004 4058
5228 4004 4034
5229 4004 4073
5230 4004 4068
5231 4004 4631
5232 4004 4766
5233 4004 4150
5234 4004 4557
5235 4004 4831
5236 4004 4112
5237 4004 4043
5238 4004 4353
5239 4004 4442
5240 4004 4363
5241 4004 4988
5242 4004 4343
5243 4004 4418
5244 4004 4064
5245 4004 4239
5246 4004 4509
5247 4004 4681
5248 4004 4691
5249 4004 4012
5250 4004 4861
5251 4004 4425
5252 4004 4130
5253 4004 4786
5254 4004 4171
5255 4004 4547
5256 4004 4146
5257 4004 4522
5258 4004 4557
5259 4004 4426
5260 4004 4589
5261 4004 4059
5262 4004 4036
5263 4004 4691
5264 4004 4249
5265 4004 4153
5266 4004 4419
5267 4004 4333
5268 4004 4013
5269 4004 4287
5270 4004 4554
5271 4004 4747
5272 4004 4666
5273 4004 4153
5274 4004 4476
5275 4004 4057
5276 4004 4978
5277 4004 4053
5278 4004 4388
5279 4004 4166
5280 4004 4178
5281 4004 4163
5282 4004 4432
5283 4004 4700
5284 4004 4424
5285 4004 4424
5286 4004 4202
5287 4004 4126
5288 4004 4369
5289 4004 4070
5290 4004 4622
5291 4004 4051
5292 4004 4105
5293 4004 4455
5294 4004 4861
5295 4004 4012
5296 4004 4425
5297 4004 4291
5298 4004 4604
5299 4004 4967
5300 4004 4369
5301 4229 4070
5302 4229 4843
5303 4229 4365
5304 4229 4615
5305 4229 4867
5306 4229 4297
5307 4229 4604
5308 4229 4043
5309 4229 4886
5310 4229 4700
5311 4229 4557
5312 4229 4831
5313 4229 4041
5314 4229 4206
5315 4229 4183
5316 4229 4036
5317 4229 4978
5318 4229 4341
5319 4229 4343
5320 4229 4882
5321 4229 4323
5322 4229 4978
5323 4229 4384
5324 4229 4405
5325 4229 4588
5326 4229 4384
5327 4229 4505
5328 4229 4660
5329 4229 4235
5330 4229 4211
5331 4229 4417
5332 4229 4846
5333 4229 4978
5334 4229 4709
5335 4229 4426
5336 4229 4663
5337 4229 4333
5338 4229 4980
5339 4229 4132
5340 4229 4842
5341 4229 4073
5342 4229 4104
5343 4229 4468
5344 4229 4419
5345 4229 4437
5346 4229 4165
5347 4229 4053
5348 4229 4238
5349 4229 4169
5350 4229 4060
5351 4229 4685
5352 4229 4783
5353 4229 4522
5354 4229 4307
5355 4229 4092
5356 4229 4091
5357 4229 4163
5358 4229 4344
5359 4229 4115
5360 4229 4704
5361 4229 4554
5362 4229 4658
5363 4229 4294
5364 4229 4102
5365 4229 4776
5366 4229 4604
5367 4229 4222
5368 4229 4287
5369 4229 4302
5370 4229 4399
5371 4229 4897
5372 4229 4079
5373 4229 4903
5374 4229 4159
5375 4229 4603
5376 4229 4744
5377 4229 4173
5378 4229 4884
5379 4229 4293
5380 4229 4053
5381 4229 4615
5382 4229 4708
5383 4229 4320
5384 4229 4168
5385 4229 4929
5386 4229 4222
5387 4229 4104
5388 4229 4758
5389 4229 4353
5390 4229 4032
5391 4229 4583
5392 4229 4455
5393 4229 4442
5394 4229 4635
5395 4229 4389
5396 4229 4385
5397 4229 4027
5398 4229 4405
5399 4229 4288
5400 4229 4886
5401 4022 4418
5402 4022 4716
5403 4022 4060
5404 4022 4512
5405 4022 4907
5406 4022 4097
5407 4022 4005
5408 4022 4028
5409 4022 4417
5410 4022 4522
5411 4022 4600
5412 4022 4747
5413 4022 4887
5414 4022 4434
5415 4022 4686
5416 4022 4887
5417 4022 4091
5418 4022 4057
5419 4022 4389
5420 4022 4759
5421 4022 4198
5422 4022 4758
5423 4022 4588
5424 4022 4417
5425 4022 4947
5426 4022 4890
5427 4022 4756
5428 4022 4609
5429 4022 4061
5430 4022 4146
5431 4022 4369
5432 4022 4424
5433 4022 4948
5434 4022 4691
5435 4022 4447
5436 4022 4810
5437 4022 4521
5438 4022 4239
5439 4022 4018
