Animal Phen_1 Phen_2 Phen_3 Phen_4 Phen_5 Phen_6 Phen_7 Phen_8 Phen_9 Phen_10
8385 1.0854602879 1.3842761566 3.8672686548 4.9917501283 7.5407689411 6.2829544885 4.1422810977 9.2494276941 10.1664951514 8.9882589159
8386 1.5736004534 3.7634042749 4.6690082721 6.4227216185 3.9833178344 3.2678225251 7.2705583339 10.2613790914 18.0390384198 11.6440361247
8387 2.6617839729 4.1827565574 9.1370724541 4.3250352673 5.3394830477 5.1083537812 5.9680497798 3.7610590706 15.254985269 4.1605701934
8388 0.6395306645 4.7014950682 4.5603287902 2.6075119265 1.8573234237 3.9059777983 4.8397217911 5.102588392 5.7411592312 5.3500243198
8389 0.9524058373 3.5743050167 5.8725059044 4.2893029963 3.7134962935 1.5148221083 4.0837496977 7.0873006038 11.6960930738 12.0889347181
8390 0.9893654437 3.96044855 4.1116400604 6.6570279454 3.9978993913 4.0229844975 8.170596368 9.9889818604 4.121834778 3.6542228365
8391 -1.8298223615 2.9626750028 2.2262326989 2.7357525418 4.191927776 4.4633846364 5.0650650123 11.0044020453 3.2987855549 14.1795896314
8392 2.1592058725 0.5529393812 2.8787719671 1.1255279659 4.47998524 3.2869420744 3.9050221808 6.4218419929 11.153520612 6.0876870818
8393 1.628488079 4.5358470563 4.8162012333 6.7212566726 0.8037804711 0.5242554922 4.9507577378 12.944562073 -4.2797152154 6.321156047
8394 1.3172530309 4.8973528631 4.7032193412 5.6814934672 6.3615893897 4.4037335143 11.4103355324 10.075207151 11.8241431968 10.0250569194
8395 1.5087129585 2.7643120667 1.8265734227 2.4653146336 3.8437178416 5.5289399256 2.2968576912 3.9883953576 -2.6129925086 3.9593530809
8396 2.624534779 1.5787935207 2.0211799039 5.8169474516 5.3772013911 4.4615543793 7.2253551712 10.2644424648 21.958012506 11.4687603682
8397 3.2732779183 6.5332113726 5.4998953119 4.7497779555 3.0054410996 7.4580064949 10.4202376346 9.0443713868 1.8671624565 2.2932133365
8398 1.8956898171 5.9438442794 4.1840134946 5.0794632879 2.6073182399 4.9243768741 7.3889447951 9.8482185439 5.3117417017 1.9795143276
8399 1.5058461144 7.5588160381 8.7570912807 4.932499879 3.7232577281 2.8257822767 5.2158943301 8.9023331432 0.5277688437 6.9534654239
8400 1.5752586131 4.1109339519 4.784747033 4.5452879492 5.9186910464 4.7987885391 7.9637318075 5.516134685 4.5717504854 4.2842039817
8401 1.9327665294 1.6307823158 6.0853933259 4.8855941589 2.9841872225 1.7495314405 2.8253073744 12.9592755797 8.8538034366 6.5302620125
8402 3.0358192455 1.1264401239 3.166542733 4.7044907291 3.4346619375 6.9955910799 2.6456288902 6.6684868264 9.1301457094 2.5038910342
8403 2.3898984762 2.1034780572 4.193731899 5.3999070144 0.6589809302 4.8162400895 5.9626190501 11.0490548644 11.2614565418 3.6885350236
8404 1.228898972 2.1026858624 5.1523400951 6.1681833071 4.1857227787 7.0005457222 7.3807083963 7.0669380662 3.6249609161 1.1723229346
8405 1.3703883578 4.6644721588 3.2417791945 7.2227261592 3.7553166422 6.2613612993 3.3717985632 9.7220248724 6.7865620847 6.1896184497
8406 3.4661035307 2.7267216339 7.6787077011 7.1005406528 6.2275074484 8.6603864519 9.3076160391 6.6531581036 12.6618668632 1.2393511637
8407 3.3900394484 1.9614340108 5.666986656 6.9313768888 4.5912147606 7.6732907015 13.242706115 13.8672606571 12.625821299 6.6598064019
8408 1.5029049775 1.1344307636 8.8514186163 4.9833022916 2.502557402 6.8416811016 2.3342556044 5.8057340599 4.3700810582 5.246783818
8409 1.2168984798 3.0780260231 6.0776141931 5.8644884454 2.3496554556 5.5331136406 3.8844068232 10.0996602772 3.0941507116 7.2844425007
8410 3.2285512651 1.4299014626 3.7362991453 4.0357947569 4.3846579398 4.7374777814 9.2640749673 10.1830215279 6.0578348534 2.4309976889
8411 1.9803576592 2.182255537 4.5887081871 6.1806464372 4.8416759074 5.7366198712 5.2560139011 7.141577339 6.136438534 4.2262329325
8412 1.2011962002 4.9292504034 3.5860530938 7.8120331982 3.2260542555 6.0101700156 7.5188013527 9.957104403 3.5617928295 5.5932198675
8413 2.150920968 6.7765877813 6.6878110464 5.2325658556 3.4833580787 7.8876910895 11.4342635692 9.3934118382 8.8268125315 2.6432393525
8414 2.2709390578 3.3123015556 6.2047389454 4.2813631888 4.9957492742 5.9410198357 7.5712127517 8.9134456052 5.2842645933 6.6242640403
8415 2.8689746315 5.8194287684 5.8508681862 4.8738365978 3.8273635539 8.9186514615 6.156048708 7.4026492476 7.7158162539 4.736081808
8416 3.4841753734 0.5756056018 3.1665909762 7.7532855763 2.7381942985 4.2726125078 5.5177333053 14.1094198578 5.3211115594 5.7409458757
8417 5.7475948922 1.5737471434 4.3223594643 4.538490811 3.0937942619 2.9127678668 5.625717765 7.7786991614 5.1369826689 7.6746733423
8418 2.7046628642 -0.7388247365 6.0669008808 5.2850133685 2.4381842691 3.7125017926 5.6870248746 14.471387263 2.5923021242 10.1245965778
8419 1.4080838974 4.8330032083 4.6757577519 4.0825783886 1.7820802927 3.7419479999 4.6388414211 7.2753712705 6.2172427046 2.5557905055
8420 1.4781805096 1.1962512349 4.9457322069 5.1682177326 1.6185266572 4.6083018257 5.6500746056 10.5976374195 14.5529920108 12.247405141
8421 0.6624730284 3.2274020723 4.4233060821 8.512652025 2.0238506578 3.8700652445 1.0279449532 7.3993678468 1.8861626045 2.2916609502
8422 1.6959724939 2.2345900092 2.3591861833 2.8493676871 2.4050355974 6.5834952401 3.9090789827 7.8745347994 -3.6540445321 1.601895136
8423 3.4152861048 0.2386214874 4.6351437585 2.0679456732 2.8760094096 5.5204325223 4.9215479691 3.2612161146 0.2664853073 9.3647028745
8424 4.1545274313 1.8253222243 5.8618910625 6.05804759 3.9164057007 7.4325093415 13.1293627605 10.6164037136 5.9912561803 8.6768713252
8425 2.9618611362 3.2183031898 2.3925434075 5.6886935503 3.6479187688 7.1034376628 3.6075258776 9.8949552661 10.2412611915 7.0377659488
8426 2.7688327953 3.6421042773 3.5862499616 3.9378175114 5.2422254528 8.1373142866 1.8394398898 8.5348376126 10.0138846368 12.5798270114
8427 2.4485922435 5.9912357515 5.2731908146 6.2557857684 1.4324405036 6.8673679737 7.3935533114 5.3142565524 9.5547276896 3.5875020518
8428 1.1743096005 1.0173259203 0.8055480003 6.365257552 0.5198993373 2.2375754029 6.0882901135 4.5121852297 4.7269850614 11.4682878203
8429 1.0295887504 1.8654808544 3.3973772747 4.4887914295 0.9807057617 6.7862412766 4.6231010327 2.3931969394 -0.357356285 5.7927982321
8430 2.6358773153 4.0495217807 3.9143640764 6.3637583026 3.565961095 5.3048780117 7.0997093326 9.3778787535 5.293950039 6.3353623994
8431 1.7092306764 1.121750814 4.6650935742 4.6478432251 3.1641375198 5.1204399553 4.4992060414 8.1952679826 4.4070747108 1.7887241175
8432 1.9026137176 6.7804913285 2.6406906227 2.7071347656 0.2694828357 1.2343635169 5.6830088361 7.4556956359 1.647461439 5.1235432251
8433 1.2747755669 3.3459506004 3.2860050816 5.983175343 4.5519716837 7.9855062863 3.4787205457 12.4750574224 -1.1773185337 8.0459305237
8434 3.8489933917 3.714510454 7.3829304288 8.5257061907 1.8197642049 7.2654256253 6.7451526997 8.932087774 5.4643841296 6.4998900896
8435 1.7314702036 0.6540411628 0.7340641547 3.5427226003 2.306273439 5.3715111944 3.9906809029 6.3944579992 2.7715035291 1.1262405527
8436 0.3350503017 3.8331603041 4.9485621485 7.0655171426 2.1587054218 1.7042345629 12.8763422576 11.8379889108 16.2360761177 5.1859098412
8437 1.4211113595 8.8016381541 1.9067550463 4.5340338074 2.3366107397 5.5749914381 2.2653005192 11.3097248021 8.0392443721 8.066632491
8438 0.668489045 5.709877634 4.8101181314 3.9503808863 1.1935465036 6.0415025065 1.5564521477 11.1345088675 12.5527420942 0.500002386
8439 1.2962258586 4.4649005075 5.8004690013 5.1971744058 3.283051554 7.3904726085 3.2228133254 10.206448036 7.6430668449 7.1374772537
8440 0.533109127 3.7634879815 5.0633901845 5.5744398636 3.1943913071 3.4946587568 6.4377930142 8.3347102057 9.6170297916 5.0987071528
8441 1.5583457052 1.0931014787 4.8822063725 5.557469649 7.2378741564 5.8404841623 3.9206378215 15.459382403 8.4532835065 3.5525919264
8442 3.0776730021 5.5210646903 4.5607291093 4.5010406342 2.2408140736 0.8083303001 2.4578937469 4.1342987364 8.8296284566 6.4633941576
8443 3.9110179693 2.7896440607 5.1218625722 10.4281391579 3.2358762811 7.5999200769 5.4236408006 11.7478043961 6.7797129633 13.3163313372
8444 1.7141248745 2.9664650488 2.883100903 7.6515528674 2.0153674395 7.5075115702 0.6576714444 5.8953418228 12.4928296773 10.9744276983
8445 1.4470235193 0.3497784166 5.1197461291 4.7985671812 3.0448423126 4.3479169177 3.922258751 9.2004213521 6.8693596748 5.0502808477
8446 2.9165207513 0.8772923323 -1.0135304905 4.8759540113 1.2343240994 3.1019388562 2.1191267147 7.0120200696 3.7625428395 5.4796836665
8447 2.1945696341 5.429984907 3.1235735149 5.6307399243 4.7999123089 3.0817603001 6.0642596696 10.8339595157 1.1184088722 7.6290862398
8448 2.3923145319 3.0663198145 2.3560201919 10.2022563069 -0.5322303758 4.4027939907 6.3483167332 6.6272558774 12.9201948103 6.0052787959
8449 1.3851930543 2.5522582453 3.4498866341 6.6240406557 2.5376703833 2.0638329935 4.4998191191 6.792170921 8.9903496263 6.7912845596
8450 1.5904673956 3.3979653613 3.8306436959 5.9804871876 1.9654766477 4.2806760912 4.0326355891 1.9620486471 5.2177359752 10.2884094902
8451 3.3031823501 5.2994161723 5.2701961557 4.7108602609 1.1407490513 4.7279566797 11.3883060734 7.1978208248 2.7576484438 3.5170801461
8452 3.2011745758 4.824648322 9.0309923022 3.3998081636 3.6958796625 8.5093108035 7.2802163113 2.8115894843 0.6510643694 9.997950293
8453 1.7311326328 1.8009060606 0.4944841502 5.7472572432 4.6017298129 4.5477647864 8.9646876884 11.4195808521 7.4521742352 3.2478298936
8454 2.6311943292 1.0697187836 1.6260687918 9.2808542591 4.2592177255 2.5411217831 5.3657010063 8.6046728449 10.1967037386 -0.4010449183
8455 4.4787254573 6.020787241 7.5255239697 8.0612590726 0.0598126846 4.0858185127 11.6924456694 9.7735926532 12.3128004536 10.9417465153
8456 2.662575237 0.4569988898 4.8371824689 3.9950914421 3.5817421667 6.0142686776 1.8566564171 4.0929297584 -1.0301449088 -0.1522347513
8457 2.4969954996 1.2506057624 7.9835974099 3.5720835144 5.5575053796 8.4395260382 12.0778703101 7.5038807775 10.7702466077 6.3150987843
8458 1.418993298 5.0374504862 5.2100122093 4.1955812572 4.8910631077 5.4250690575 9.39629017 11.951470109 14.8228042423 5.1585782157
8459 3.7541224463 3.9886191143 2.6098333661 4.5434479497 3.2797835403 6.195496023 2.5309754735 8.6691176721 5.4605361391 3.250018969
8460 2.549843689 1.2451149362 6.4056495608 6.6942699888 1.5706081685 3.6803458216 5.9366134858 10.8320342821 11.1890993705 1.1949059347
8461 2.5268611868 2.8608825032 2.8591073652 7.7445904341 4.2592095204 4.6543541543 15.3811547537 19.0365315802 13.2643138947 5.8571669402
8462 2.1285545229 5.6003811806 4.9322000341 7.0266527106 5.6853799521 7.1288797867 5.7217753402 14.1049067124 15.4291921022 13.0293575533
8463 2.5027265073 1.7486440535 2.6126742654 2.2210014135 -0.3027961107 1.9595310891 -1.4575961834 6.0693663284 4.5396107146 9.9476099863
8464 1.1938676662 3.4906842093 8.8739600204 7.3041278299 3.6578439277 4.9786666311 8.7343457296 7.2492863202 8.8328620794 9.1928593119
8465 3.0666981327 3.7666107913 6.5039174916 2.3186831436 5.5291936802 9.8726858176 6.3173316472 7.2349496509 15.3004801532 3.324125925
8466 2.1301698933 6.739943686 4.196399112 6.8411904652 3.329932876 7.4140046123 2.3838667226 10.1532752695 13.2496937858 3.6421667573
8467 2.660135481 5.2635989813 4.7329303969 6.9790407417 3.9888469278 2.5400802594 10.081228737 7.2724824673 9.913876025 5.6090459065
8468 4.5819521576 2.9265976161 4.9101784812 5.6233846823 3.617349584 6.5261908501 7.2763420912 13.8536202092 7.4347524284 -0.0023843986
8469 2.3481177675 6.1742701538 3.7013461333 6.4752763995 3.1934488941 6.0316770819 5.7177985202 4.877229408 8.2968010652 2.5522001949
8470 1.201968426 -1.4463831048 0.8067488774 8.2740879494 2.2105311989 4.8324643479 -0.0187978391 10.0491174139 2.9101948459 -5.2229135848
8471 2.8643739618 -0.1527367943 5.0335802313 5.8485121921 3.5169196486 8.6627829071 8.7857237574 1.9554291562 8.1406682269 9.1068261054
8472 3.956049349 4.6386173242 7.3800907747 6.7056507997 3.8828529076 6.7147779779 4.1792401481 8.7365892893 5.8128517294 1.0324322946
8473 3.4597161998 3.4459982064 5.0442539042 7.5055955121 3.8715519649 6.6241526382 4.6970560464 11.7724925328 2.3545718422 7.0631807694
8474 0.6477647717 3.2108339352 5.1865067619 5.9461399123 2.4537458666 3.457820228 7.4630851425 13.6760097273 2.3345276487 7.8323793669
8475 2.7669369241 2.2733844757 3.4423729221 5.8467375351 4.0840893036 3.2516049065 6.5183016504 6.5637240075 4.3371927218 2.9946986424
8476 2.8791481991 4.2096199793 4.3238568149 4.8071390119 4.927214676 4.8943643353 8.4608680485 6.4214633035 -0.0892335009 4.8918122984
8477 3.4336268434 2.981650318 4.6379120444 5.2034031921 6.5988010157 8.8431988158 3.2228078249 9.5993715653 8.1376770538 2.391413868
8478 2.6249320468 2.7746344925 6.3127878713 7.6099195475 4.6849413818 7.8098453391 1.6973801578 5.8871072739 9.1380977758 8.1772654995
8479 2.4460071952 3.4099457571 6.0840534558 4.9879896212 5.9988869525 4.6734708083 4.017091159 13.9865892685 4.8797035679 6.12833179
8480 0.8573045154 1.6656058402 5.4952550566 3.5165533549 3.6243695513 7.6428833182 3.0169019874 11.2287053161 7.8662144227 11.201020376
8481 2.6921827712 1.9733366931 5.0355514837 6.1330264837 1.526588178 4.6868089125 6.3007645171 4.3312289631 3.9625092897 7.2375114948
8482 2.8563742167 4.1479693061 5.2177167381 7.3428102569 4.5373700869 5.1765727052 7.3576074674 15.1612871785 4.1753419578 14.800707934
8483 1.3716329003 5.0588656978 5.8914484411 6.1356773841 1.9164473963 3.5475875397 10.1497336937 8.9328171212 1.9670248992 7.4554529848
8484 3.5197283676 1.4465937374 6.0166923024 7.4892747761 2.6444825752 3.2656328291 5.4930513635 9.641813001 18.3849806175 10.8177843446
8485 3.2842310113 5.0495711721 4.9251573818 4.4815433579 2.6939513709 7.2832549174 3.1307808299 10.4773915661 10.8377156689 9.7493441743
8486 1.5448333884 2.2794302403 5.2586773783 7.6886540422 1.5810142929 4.3579924523 3.5637821143 8.7503301799 10.7886877126 2.1571274227
8487 1.2581792588 1.0386238208 2.3712387608 5.1106007538 4.4138744203 2.5954961685 4.8009929333 7.8497541829 -6.8968131061 3.5834036191
8488 3.3078802038 4.6664693116 6.4858742461 5.6966168707 2.7001055453 5.0818950173 4.0848147675 11.6994248846 0.5180760293 10.3814188208
8489 3.6841807261 0.8755794216 2.7087976878 8.2991139076 2.921396197 6.8338673778 2.1604066929 14.563651111 11.4893523025 8.7210571663
8490 1.2779386389 1.6673560039 1.8188167247 4.041072173 1.2798587727 5.6582984129 2.0780257344 10.1346530492 5.4447961316 5.4074632427
8491 3.5867184207 2.6322892425 5.6037068474 7.0955552164 4.5616725999 5.3861075898 9.0191912005 9.7807703528 10.0404641836 9.7465199936
8492 2.1627476067 0.6852649057 3.8864627623 5.9634312537 3.9301554142 4.7625200079 6.599207222 8.1300485868 10.5900167069 7.2197072226
8493 2.7107594996 2.8430123281 3.4695489924 4.2780733822 3.6312585471 5.7538438204 0.9160401584 10.7444314518 5.8223655566 6.2663686005
8494 3.9049904741 2.3192042892 8.9665623426 8.7972667992 2.8113361077 4.4992350245 9.9931260448 12.9231912546 3.5715922752 1.50900203
8495 0.5463768058 1.4884605799 5.3502247213 4.4762039865 5.6235481906 7.0367624422 5.7182447287 7.9654769995 2.986793524 5.3411702577
8496 2.6526629208 2.3635596435 4.1849818435 6.0212407413 2.4358638666 2.8872943017 4.8897960275 9.8565147314 -3.4525297028 5.165346502
8497 1.8292327444 7.8158401951 3.7547290625 7.8973314146 4.5382673212 6.7133766288 8.7595911796 8.230354414 11.0387382549 3.5157320473
8498 1.9372951843 4.9680683146 6.202201957 4.2481355768 1.6726875267 6.0442708648 -5.1624144323 9.0573865222 9.041898044 9.2855198782
8499 4.1606321744 3.784021733 5.3498667764 4.7932948751 3.4903906984 2.8094636231 0.9417875909 5.2919081491 3.2252927348 7.9001813579
8500 1.5538403197 0.0258451183 0.9010424253 6.403375151 2.014929129 3.6888407024 9.1959559641 9.4103813161 3.6084898707 6.2249159176
8501 2.2725295048 -0.4870592386 1.8185470367 2.9058678933 4.9580583769 3.1780312093 5.6021801626 10.7688977379 13.3732898506 8.0880186843
8502 0.5241991735 2.9448669666 3.3074011333 1.9757805424 4.2569466068 7.4804797259 2.7670545155 4.3166449962 9.5350132455 9.4067679389
8503 2.0608503788 2.0826152315 4.2837669339 3.6971566684 4.6211618764 7.4629380691 13.0212585503 11.1294560873 10.6157667699 4.5108831125
8504 2.3269318744 5.4875803698 5.1826975333 3.2191064628 6.052219064 6.679462694 8.7626772296 4.0464517326 11.0540430674 3.0732086208
8505 1.9903101852 2.6934908913 1.985976506 4.8983917059 4.1566774166 4.1112330417 6.9583750598 8.2344741491 9.0665449744 10.1998376062
8506 2.6967795082 4.906179191 7.0017081429 2.244748205 8.3193091421 4.7341768242 4.9394458572 11.3532530673 13.0774870579 8.4981862671
8507 3.5573985325 5.3780210326 5.3623284625 5.2464579682 2.4131955001 8.979142202 7.9932848033 6.5260144836 12.0180091358 14.1269657551
8508 2.3400040835 4.0824322179 1.8150303441 5.0145312589 2.7322765009 6.8856294163 6.8537949197 8.0223982772 13.6091789469 7.7254311932
8509 1.825091675 3.5548408279 4.2275946037 6.4086530522 6.3495459075 5.5898039502 5.1216745534 7.081313557 16.1322156096 4.6929601625
8510 3.6979786023 1.6280493113 3.1659607741 3.922472338 4.6382418779 7.2636754241 8.0153293238 8.4866313452 9.5206455339 7.7040256862
8511 2.9403546699 5.7859416146 2.4395991191 5.4720079591 7.9371450953 8.3495198028 4.0282981319 11.6765304799 -0.204413203 5.951225992
8512 2.6923807081 4.0484323828 7.3928027881 4.2939205393 4.4422854969 5.3135843455 2.7511693403 1.1701308606 1.8462727902 5.7607746098
8513 2.069326628 2.0445343748 3.5004833005 5.2846217917 6.2155963324 10.1148186269 5.2198114516 5.0897678692 6.2831667729 5.8603512501
8514 0.8093360368 1.0832654784 4.2479308032 5.2152026843 4.3121013953 8.9397661628 8.0235449857 3.6732568335 6.8316376271 0.6950643272
8515 1.5050302755 1.7083733488 3.2673043413 2.5814081147 5.4865790472 7.5877481336 4.6840021875 11.7983810454 11.1740324768 7.5555903393
8516 2.6667306583 1.4249036735 4.8712398769 3.1514785882 4.1443247862 2.7816522087 3.2133115272 8.5840661741 1.9941647232 5.6931446174
8517 3.9775658414 1.8968000036 2.0893606883 6.7966293541 5.1601669186 5.6526824572 8.1384893782 10.257464899 5.6701051927 5.6834756621
8518 1.2997771302 6.5262284072 7.7144307484 2.3946440703 3.8753259585 7.144693942 5.6215318573 10.0167771018 -0.4608262367 6.0013085556
8519 2.5853752015 1.5072098755 2.8946545181 5.7622938085 5.3552989648 5.9591473161 4.9807335145 6.4301611855 13.957615924 14.0209258514
8520 3.756722458 1.2636197124 2.6982476397 3.9316577658 4.722060896 6.3005666173 5.5097178066 4.1036883339 4.3195317814 6.2076453128
8521 1.1251962444 1.6475817833 6.4475468708 4.2497550404 2.2185728218 0.1469656444 10.5133679289 5.7645971584 17.7415709697 8.2762456854
8522 3.19698466 1.8287576558 1.7623723552 5.8320128019 5.2314746166 3.9175931265 7.7433996995 8.3535770552 11.0728008653 -0.4018854994
8523 2.9691075325 2.2038787398 5.3369955188 2.112347425 1.9212464653 5.8719458421 5.7430948254 7.493562334 11.7285258486 5.1118336343
8524 2.4945599088 0.4974345205 4.7318413654 4.417439532 3.9188556685 3.3033625983 7.3164412555 1.9311050436 13.9863384454 6.9037084695
8525 1.0811387212 2.7928788349 8.2087688731 2.499174937 4.9310807869 3.3279394794 6.7154318569 1.6559231185 12.6438736722 1.8036246957
8526 2.2511107197 3.5354455691 3.0170546582 5.8531123943 5.6662661144 7.5058798987 6.8386810638 9.2371052106 5.4043316694 9.580378742
8527 2.5834167886 3.5456872945 5.8672037365 3.6179041547 2.4326768355 2.9569477409 8.164521047 8.1284061193 12.817154004 7.685587788
8528 4.0951455082 6.1642992562 0.7273799963 2.5550503766 3.1271133046 6.517501803 5.3778282668 10.6868956754 16.1365763449 6.0594649314
8529 3.9445611938 -0.3054296108 4.1022109423 3.1770455862 3.2833756875 6.1093823246 4.1365735907 7.729664108 8.474563749 1.0958827211
8530 3.5485034964 0.2778888889 5.7601702059 4.5546346936 3.7264026959 6.6949618146 10.7795853684 6.7378244937 3.7334480401 3.4863219392
8531 2.1437263102 2.6069255159 2.6409502499 4.1199483185 2.8301863704 5.8103149649 7.3987756085 6.4348497012 10.8553984665 1.9288126981
8532 1.8491915788 1.9962204793 3.0081168386 2.8030246993 5.2862042037 5.753692536 2.0028895947 7.5150922987 6.6195037404 -1.8389910941
8533 1.1916500479 3.1117304385 5.1091886919 2.4931344369 2.0041324678 2.3284911856 12.1583861779 5.7467649788 7.5977574797 5.2931638961
8534 0.9082129624 0.5035566182 2.6480825708 3.419110226 5.3564586895 3.3139912003 6.0315650698 6.4042586744 7.6011961461 5.7033989226
8535 2.7025392191 0.4801354368 4.503542524 3.7016763894 5.6788152709 6.6049394984 9.4137739265 4.2193778595 9.5025877862 5.846773809
8536 2.2645704167 0.6183635493 0.6743513291 5.4760318575 0.8103428628 2.4886326243 5.643165997 5.2807624665 12.5393408773 4.4473654024
8537 2.1411919218 3.9818193704 4.7522953917 6.1334568941 5.0748993356 5.7369037674 8.8527749488 6.3004683192 3.8781362703 4.7785475
8538 2.1993639914 2.7796380428 2.552485486 5.0091088398 2.5217985913 7.562836233 9.6531918622 6.447002677 6.6789358325 3.4920882757
8539 3.6769454983 6.6778308009 4.5831622143 8.5221799968 4.3794769038 3.5589147731 8.4571900839 12.6467806857 6.7641444244 0.8664338223
8540 3.022464042 1.7078361885 1.4037349196 3.2439991802 3.4870062175 7.816304929 7.6853437193 0.7436844314 14.5388945597 12.6086468927
8541 3.8215477552 6.2431388654 8.0266929009 4.6323299973 1.4729834363 7.9025790279 9.5734149741 5.2187313423 5.0849736767 10.53974395
8542 3.0279488526 4.5659098232 5.4468197026 4.1255621764 1.3694835903 8.6439313615 5.5164575071 3.423400725 1.3583397589 10.5321748582
8543 1.9232094707 -1.1834786801 3.0269440321 4.209567778 2.3375447295 1.8224650174 4.9397267318 0.8144456202 2.4669066124 8.1135134559
8544 3.8328710647 5.3879362867 6.3763308745 4.6135893725 6.5277999924 6.6972268497 6.305783056 9.3849665627 12.3920329644 10.8784632375
8545 2.2706271921 2.145606155 1.9420671675 4.3127589981 7.5056492308 3.8275231494 10.9923781691 3.4335826504 3.9274507955 3.3020914667
8546 4.3349351056 1.6589315256 2.8454021582 3.6313648896 5.966787208 8.1264450826 9.4380112842 8.3768300792 10.0288998695 6.2528519116
8547 3.1800960156 2.3380732131 4.8821728816 3.7282862949 7.7567313474 4.3016189519 10.6029236182 6.6230446117 4.0429002475 3.1968621435
8548 2.1047968222 2.0676541526 8.6741538436 6.1365021671 7.573082719 9.5136246009 12.2256398071 10.6967448253 13.8960537693 8.646808643
8549 2.740697962 0.7511006637 5.4343649913 2.0008587022 4.6023453278 7.5629072381 8.9739205943 9.6409426718 2.9725722502 7.3688211319
8550 4.0337154684 -0.0988708216 1.9592068103 2.8394819683 1.9657427165 1.1980511951 0.7239447443 0.9580349384 0.4924896561 8.9179907811
8551 3.3511161237 1.9600595806 5.8986887837 4.4257738682 5.4713340518 4.8281536676 6.7454897576 5.119039487 16.4487681048 7.6397096082
8552 1.0612695397 -1.3457036537 5.2075396409 3.2123620517 6.2239533151 6.3986712363 8.8898928184 8.8154696894 19.5130590595 9.4255344772
8553 3.3044082741 2.2722819816 6.1764537978 5.3461165487 3.0865265121 4.7777873531 3.4408379008 9.4843094453 11.8959481478 5.6883360992
8554 2.0433161104 2.3354130233 6.3676763236 6.3968513668 7.8797637975 4.60209316 7.4821884733 9.1761721546 14.3942222231 9.0037034318
8555 3.252538704 0.8146707067 4.2367024537 5.2381346608 3.0973801236 3.0631281229 7.2166864263 9.062958101 1.2451251708 10.4191172392
8556 2.2391072524 3.4179343838 3.9428516367 3.7855668564 3.2532583159 6.2470370158 5.6247801301 10.0134854722 4.893487418 3.0100298918
8557 2.1107674235 1.4431066338 6.3315086909 0.1882001461 5.0968767316 5.6770893566 5.5491671809 8.3090994864 9.4653111515 8.8798074577
8558 2.6505557751 5.2406048336 7.0220539469 3.2522508006 7.0140515603 4.6457649502 13.1805631505 9.6471429949 4.0157935082 2.1556328683
8559 3.4284539817 1.2994610328 3.5884295826 7.3458580188 7.390335194 4.5168306102 6.8647560007 6.940517807 18.2000799332 4.7961818963
8560 0.5674189795 1.0554316876 2.6506687379 3.632170953 4.2397716677 5.2543747998 6.5321678884 8.6707851051 0.6789908066 -2.433551894
8561 2.1145428295 3.7107751064 3.3966661649 3.7167564986 2.3092636297 5.4008061384 8.6904911229 12.2948133162 10.8100352364 8.2506019067
8562 2.3095951877 0.7523293761 2.8599759355 3.0620185538 4.4209557233 6.1510954974 8.6405080317 8.1453681897 9.8450161685 0.6459972334
8563 3.0263249713 -1.2795445776 0.9777794383 2.511062562 3.6906398492 3.3144497691 11.0293907342 11.4366208588 1.5868525941 4.7797034284
8564 3.4843234621 1.4503972292 1.9137750138 4.1486170031 7.5178818741 2.7707485238 4.8640669166 3.2871246693 3.3851830371 6.3826448579
8565 1.2830514439 1.9720852101 4.202165552 3.4434568338 3.1455792213 6.4231886132 6.2099594944 7.0212624606 14.8963021437 4.1673398542
8566 1.1089626024 2.7262919791 2.2295778391 0.8194455145 7.6875418795 6.6038440092 3.1236605655 -0.573780798 10.5118692297 0.2089984276
8567 3.6136720418 3.7141246787 3.6562730804 2.870580933 2.8664446243 6.4215649376 3.2778943581 5.2231410555 12.4136469683 8.2251094509
8568 1.5712148701 2.8197360257 3.8648296598 2.5071361429 0.2416910028 2.8501050284 6.7071081633 10.4864377577 3.2665351042 5.0565711904
8569 1.0028696628 5.349501857 5.5508475768 2.7350763668 5.6894793247 4.5794263369 7.2033539218 7.6043230143 1.4724645977 5.9874296172
8570 1.9416495327 1.2537127572 5.1316436129 3.3462858775 5.6632704776 6.7671086467 7.9888756185 2.6583218862 15.648472736 7.0169400193
8571 2.0405694152 2.749878095 2.9017692601 3.8477260224 2.731893035 6.4799327633 3.9849931901 5.6058797837 2.65963189 -1.5593076128
8572 2.8999022141 4.5778868844 5.6663109821 0.1285268322 4.777065254 3.9901779713 3.2786300888 6.0479983481 7.2590748598 0.7894970794
8573 1.860595232 0.7533159946 1.9702744729 1.8950419602 5.3007131623 4.6962401526 7.7137368023 3.9779685222 6.5140100998 13.5977663319
8574 3.3982845842 1.9281323419 1.7648641797 5.587762711 3.8855423209 4.3226352789 9.6821688606 4.4568067571 7.7920107432 6.7779223651
8575 1.0489572252 2.6321932849 2.5579824328 4.5700971872 5.7157429405 2.9030562336 0.0934317623 8.2589985599 2.0342629223 1.9675852926
8576 2.9797636917 2.2988215139 4.5157948532 2.3837844523 6.8643189148 4.2229364896 10.3818911155 6.7339574904 7.4611021395 3.6645962148
